Source,Target,Type,Kind,Id,Label,Weight
7,8,Undirected,rank-8,99,rank-8,1.0
7,45,Undirected,rank-8,100,rank-8,1.0
7,102,Undirected,rank-8,101,rank-8,2.0
7,121,Undirected,rank-8,102,rank-8,2.0
7,135,Undirected,rank-8,103,rank-8,1.0
7,154,Undirected,rank-8,104,rank-8,1.0
7,155,Undirected,rank-8,105,rank-8,1.0
7,162,Undirected,rank-8,106,rank-8,1.0
7,166,Undirected,rank-8,107,rank-8,1.0
7,167,Undirected,rank-8,108,rank-8,1.0
8,103,Undirected,rank-8,109,rank-8,1.0
8,123,Undirected,rank-8,110,rank-8,1.0
8,124,Undirected,rank-8,111,rank-8,1.0
8,154,Undirected,rank-8,112,rank-8,1.0
8,155,Undirected,rank-8,113,rank-8,1.0
8,163,Undirected,rank-8,114,rank-8,1.0
8,167,Undirected,rank-8,115,rank-8,1.0
9,11,Undirected,rank-8,116,rank-8,2.0
9,68,Undirected,rank-8,117,rank-8,1.0
9,102,Undirected,rank-8,118,rank-8,1.0
9,120,Undirected,rank-8,119,rank-8,1.0
9,122,Undirected,rank-8,120,rank-8,2.0
9,125,Undirected,rank-8,121,rank-8,2.0
9,146,Undirected,rank-8,122,rank-8,1.0
9,154,Undirected,rank-8,123,rank-8,1.0
9,162,Undirected,rank-8,124,rank-8,1.0
9,166,Undirected,rank-8,125,rank-8,1.0
10,68,Undirected,rank-8,126,rank-8,1.0
10,71,Undirected,rank-8,127,rank-8,1.0
10,73,Undirected,rank-8,128,rank-8,1.0
10,82,Undirected,rank-8,129,rank-8,1.0
10,123,Undirected,rank-8,130,rank-8,1.0
11,69,Undirected,rank-8,131,rank-8,1.0
11,70,Undirected,rank-8,132,rank-8,1.0
11,72,Undirected,rank-8,133,rank-8,2.0
11,120,Undirected,rank-8,134,rank-8,1.0
11,122,Undirected,rank-8,135,rank-8,1.0
11,129,Undirected,rank-8,136,rank-8,1.0
11,146,Undirected,rank-8,137,rank-8,1.0
11,147,Undirected,rank-8,138,rank-8,1.0
11,162,Undirected,rank-8,139,rank-8,1.0
11,166,Undirected,rank-8,140,rank-8,1.0
12,14,Undirected,rank-8,141,rank-8,4.0
12,16,Undirected,rank-8,142,rank-8,3.0
12,78,Undirected,rank-8,143,rank-8,2.0
12,88,Undirected,rank-8,144,rank-8,2.0
12,90,Undirected,rank-8,145,rank-8,3.0
12,91,Undirected,rank-8,146,rank-8,4.0
12,95,Undirected,rank-8,147,rank-8,1.0
12,108,Undirected,rank-8,148,rank-8,2.0
12,118,Undirected,rank-8,149,rank-8,1.0
12,119,Undirected,rank-8,150,rank-8,1.0
12,126,Undirected,rank-8,151,rank-8,3.0
12,173,Undirected,rank-8,152,rank-8,2.0
13,15,Undirected,rank-8,153,rank-8,2.0
13,83,Undirected,rank-8,154,rank-8,1.0
13,91,Undirected,rank-8,155,rank-8,1.0
13,172,Undirected,rank-8,156,rank-8,3.0
14,16,Undirected,rank-8,157,rank-8,3.0
14,19,Undirected,rank-8,158,rank-8,1.0
14,36,Undirected,rank-8,159,rank-8,1.0
14,88,Undirected,rank-8,160,rank-8,2.0
14,90,Undirected,rank-8,161,rank-8,3.0
14,91,Undirected,rank-8,162,rank-8,4.0
14,93,Undirected,rank-8,163,rank-8,2.0
14,95,Undirected,rank-8,164,rank-8,1.0
14,108,Undirected,rank-8,165,rank-8,2.0
14,126,Undirected,rank-8,166,rank-8,3.0
14,127,Undirected,rank-8,167,rank-8,2.0
14,138,Undirected,rank-8,168,rank-8,1.0
14,139,Undirected,rank-8,169,rank-8,3.0
14,175,Undirected,rank-8,170,rank-8,1.0
15,18,Undirected,rank-8,171,rank-8,1.0
15,40,Undirected,rank-8,172,rank-8,3.0
15,83,Undirected,rank-8,173,rank-8,3.0
15,88,Undirected,rank-8,174,rank-8,2.0
15,90,Undirected,rank-8,175,rank-8,1.0
15,91,Undirected,rank-8,176,rank-8,2.0
15,92,Undirected,rank-8,177,rank-8,1.0
15,94,Undirected,rank-8,178,rank-8,1.0
15,109,Undirected,rank-8,179,rank-8,1.0
15,118,Undirected,rank-8,180,rank-8,1.0
15,119,Undirected,rank-8,181,rank-8,1.0
15,138,Undirected,rank-8,182,rank-8,2.0
15,164,Undirected,rank-8,183,rank-8,3.0
15,165,Undirected,rank-8,184,rank-8,3.0
15,172,Undirected,rank-8,185,rank-8,2.0
15,173,Undirected,rank-8,186,rank-8,2.0
15,174,Undirected,rank-8,187,rank-8,2.0
15,175,Undirected,rank-8,188,rank-8,2.0
16,78,Undirected,rank-8,189,rank-8,2.0
16,88,Undirected,rank-8,190,rank-8,2.0
16,90,Undirected,rank-8,191,rank-8,2.0
16,91,Undirected,rank-8,192,rank-8,3.0
16,93,Undirected,rank-8,193,rank-8,1.0
16,126,Undirected,rank-8,194,rank-8,2.0
16,127,Undirected,rank-8,195,rank-8,2.0
17,78,Undirected,rank-8,196,rank-8,2.0
17,79,Undirected,rank-8,197,rank-8,1.0
17,84,Undirected,rank-8,198,rank-8,1.0
17,91,Undirected,rank-8,199,rank-8,1.0
18,20,Undirected,rank-8,200,rank-8,4.0
18,22,Undirected,rank-8,201,rank-8,3.0
18,37,Undirected,rank-8,202,rank-8,2.0
18,38,Undirected,rank-8,203,rank-8,1.0
18,40,Undirected,rank-8,204,rank-8,2.0
18,41,Undirected,rank-8,205,rank-8,1.0
18,42,Undirected,rank-8,206,rank-8,3.0
18,45,Undirected,rank-8,207,rank-8,2.0
18,50,Undirected,rank-8,208,rank-8,2.0
18,53,Undirected,rank-8,209,rank-8,3.0
18,55,Undirected,rank-8,210,rank-8,2.0
18,66,Undirected,rank-8,211,rank-8,2.0
18,113,Undirected,rank-8,212,rank-8,2.0
18,136,Undirected,rank-8,213,rank-8,1.0
18,137,Undirected,rank-8,214,rank-8,2.0
18,139,Undirected,rank-8,215,rank-8,1.0
18,143,Undirected,rank-8,216,rank-8,2.0
18,159,Undirected,rank-8,217,rank-8,1.0
18,164,Undirected,rank-8,218,rank-8,1.0
19,21,Undirected,rank-8,219,rank-8,2.0
19,23,Undirected,rank-8,220,rank-8,2.0
19,37,Undirected,rank-8,221,rank-8,1.0
19,51,Undirected,rank-8,222,rank-8,1.0
19,54,Undirected,rank-8,223,rank-8,3.0
19,61,Undirected,rank-8,224,rank-8,1.0
19,67,Undirected,rank-8,225,rank-8,1.0
19,75,Undirected,rank-8,226,rank-8,2.0
19,107,Undirected,rank-8,227,rank-8,2.0
19,137,Undirected,rank-8,228,rank-8,1.0
19,165,Undirected,rank-8,229,rank-8,2.0
19,175,Undirected,rank-8,230,rank-8,1.0
20,22,Undirected,rank-8,231,rank-8,2.0
20,28,Undirected,rank-8,232,rank-8,1.0
20,37,Undirected,rank-8,233,rank-8,1.0
20,50,Undirected,rank-8,234,rank-8,2.0
20,53,Undirected,rank-8,235,rank-8,2.0
20,55,Undirected,rank-8,236,rank-8,2.0
20,66,Undirected,rank-8,237,rank-8,2.0
20,112,Undirected,rank-8,238,rank-8,2.0
20,151,Undirected,rank-8,239,rank-8,1.0
20,159,Undirected,rank-8,240,rank-8,1.0
21,27,Undirected,rank-8,241,rank-8,2.0
21,29,Undirected,rank-8,242,rank-8,3.0
21,60,Undirected,rank-8,243,rank-8,2.0
21,61,Undirected,rank-8,244,rank-8,2.0
21,113,Undirected,rank-8,245,rank-8,1.0
21,150,Undirected,rank-8,246,rank-8,1.0
21,158,Undirected,rank-8,247,rank-8,1.0
22,24,Undirected,rank-8,248,rank-8,1.0
22,50,Undirected,rank-8,249,rank-8,1.0
22,51,Undirected,rank-8,250,rank-8,1.0
22,53,Undirected,rank-8,251,rank-8,2.0
22,59,Undirected,rank-8,252,rank-8,1.0
22,66,Undirected,rank-8,253,rank-8,2.0
22,67,Undirected,rank-8,254,rank-8,1.0
22,112,Undirected,rank-8,255,rank-8,1.0
22,114,Undirected,rank-8,256,rank-8,1.0
22,154,Undirected,rank-8,257,rank-8,1.0
22,155,Undirected,rank-8,258,rank-8,1.0
22,157,Undirected,rank-8,259,rank-8,1.0
23,25,Undirected,rank-8,260,rank-8,1.0
23,60,Undirected,rank-8,261,rank-8,2.0
23,113,Undirected,rank-8,262,rank-8,1.0
23,115,Undirected,rank-8,263,rank-8,1.0
23,144,Undirected,rank-8,264,rank-8,1.0
23,154,Undirected,rank-8,265,rank-8,1.0
23,155,Undirected,rank-8,266,rank-8,1.0
23,156,Undirected,rank-8,267,rank-8,1.0
23,157,Undirected,rank-8,268,rank-8,1.0
24,37,Undirected,rank-8,269,rank-8,2.0
24,61,Undirected,rank-8,270,rank-8,1.0
24,96,Undirected,rank-8,271,rank-8,2.0
24,100,Undirected,rank-8,272,rank-8,1.0
24,112,Undirected,rank-8,273,rank-8,2.0
24,114,Undirected,rank-8,274,rank-8,2.0
24,132,Undirected,rank-8,275,rank-8,2.0
24,135,Undirected,rank-8,276,rank-8,3.0
24,145,Undirected,rank-8,277,rank-8,2.0
24,154,Undirected,rank-8,278,rank-8,1.0
24,156,Undirected,rank-8,279,rank-8,1.0
24,157,Undirected,rank-8,280,rank-8,1.0
24,168,Undirected,rank-8,281,rank-8,3.0
24,171,Undirected,rank-8,282,rank-8,4.0
24,180,Undirected,rank-8,283,rank-8,4.0
25,97,Undirected,rank-8,284,rank-8,2.0
25,133,Undirected,rank-8,285,rank-8,1.0
25,134,Undirected,rank-8,286,rank-8,2.0
25,169,Undirected,rank-8,287,rank-8,2.0
25,170,Undirected,rank-8,288,rank-8,1.0
25,178,Undirected,rank-8,289,rank-8,3.0
25,181,Undirected,rank-8,290,rank-8,2.0
26,60,Undirected,rank-8,291,rank-8,1.0
26,113,Undirected,rank-8,292,rank-8,1.0
26,115,Undirected,rank-8,293,rank-8,1.0
26,144,Undirected,rank-8,294,rank-8,2.0
26,154,Undirected,rank-8,295,rank-8,1.0
26,157,Undirected,rank-8,296,rank-8,1.0
27,29,Undirected,rank-8,297,rank-8,2.0
27,45,Undirected,rank-8,298,rank-8,1.0
27,48,Undirected,rank-8,299,rank-8,2.0
27,112,Undirected,rank-8,300,rank-8,1.0
27,114,Undirected,rank-8,301,rank-8,2.0
27,145,Undirected,rank-8,302,rank-8,1.0
27,150,Undirected,rank-8,303,rank-8,1.0
27,154,Undirected,rank-8,304,rank-8,1.0
27,156,Undirected,rank-8,305,rank-8,1.0
27,158,Undirected,rank-8,306,rank-8,1.0
28,57,Undirected,rank-8,307,rank-8,2.0
28,58,Undirected,rank-8,308,rank-8,1.0
28,60,Undirected,rank-8,309,rank-8,1.0
28,113,Undirected,rank-8,310,rank-8,1.0
28,115,Undirected,rank-8,311,rank-8,1.0
28,144,Undirected,rank-8,312,rank-8,2.0
29,48,Undirected,rank-8,313,rank-8,2.0
29,56,Undirected,rank-8,314,rank-8,1.0
29,59,Undirected,rank-8,315,rank-8,2.0
29,61,Undirected,rank-8,316,rank-8,1.0
29,114,Undirected,rank-8,317,rank-8,1.0
29,150,Undirected,rank-8,318,rank-8,1.0
29,159,Undirected,rank-8,319,rank-8,1.0
30,96,Undirected,rank-8,320,rank-8,1.0
30,99,Undirected,rank-8,321,rank-8,1.0
30,100,Undirected,rank-8,322,rank-8,1.0
30,101,Undirected,rank-8,323,rank-8,1.0
31,36,Undirected,rank-8,324,rank-8,1.0
31,37,Undirected,rank-8,325,rank-8,1.0
31,45,Undirected,rank-8,326,rank-8,2.0
31,97,Undirected,rank-8,327,rank-8,1.0
31,101,Undirected,rank-8,328,rank-8,2.0
31,132,Undirected,rank-8,329,rank-8,2.0
31,135,Undirected,rank-8,330,rank-8,2.0
31,177,Undirected,rank-8,331,rank-8,2.0
32,34,Undirected,rank-8,332,rank-8,1.0
32,44,Undirected,rank-8,333,rank-8,1.0
32,76,Undirected,rank-8,334,rank-8,1.0
32,78,Undirected,rank-8,335,rank-8,1.0
32,86,Undirected,rank-8,336,rank-8,1.0
32,87,Undirected,rank-8,337,rank-8,1.0
32,141,Undirected,rank-8,338,rank-8,1.0
32,152,Undirected,rank-8,339,rank-8,1.0
32,153,Undirected,rank-8,340,rank-8,1.0
33,35,Undirected,rank-8,341,rank-8,1.0
33,37,Undirected,rank-8,342,rank-8,2.0
33,42,Undirected,rank-8,343,rank-8,2.0
33,79,Undirected,rank-8,344,rank-8,1.0
33,86,Undirected,rank-8,345,rank-8,1.0
33,87,Undirected,rank-8,346,rank-8,2.0
33,140,Undirected,rank-8,347,rank-8,1.0
33,143,Undirected,rank-8,348,rank-8,2.0
33,153,Undirected,rank-8,349,rank-8,2.0
34,36,Undirected,rank-8,350,rank-8,1.0
34,40,Undirected,rank-8,351,rank-8,2.0
34,74,Undirected,rank-8,352,rank-8,2.0
34,76,Undirected,rank-8,353,rank-8,2.0
34,80,Undirected,rank-8,354,rank-8,1.0
34,82,Undirected,rank-8,355,rank-8,1.0
34,92,Undirected,rank-8,356,rank-8,1.0
34,106,Undirected,rank-8,357,rank-8,1.0
34,118,Undirected,rank-8,358,rank-8,1.0
34,126,Undirected,rank-8,359,rank-8,1.0
34,136,Undirected,rank-8,360,rank-8,1.0
35,37,Undirected,rank-8,361,rank-8,3.0
35,75,Undirected,rank-8,362,rank-8,2.0
35,77,Undirected,rank-8,363,rank-8,1.0
35,79,Undirected,rank-8,364,rank-8,2.0
35,81,Undirected,rank-8,365,rank-8,1.0
35,93,Undirected,rank-8,366,rank-8,1.0
35,95,Undirected,rank-8,367,rank-8,1.0
35,107,Undirected,rank-8,368,rank-8,2.0
35,119,Undirected,rank-8,369,rank-8,1.0
35,127,Undirected,rank-8,370,rank-8,1.0
35,137,Undirected,rank-8,371,rank-8,1.0
35,155,Undirected,rank-8,372,rank-8,1.0
35,160,Undirected,rank-8,373,rank-8,1.0
36,44,Undirected,rank-8,374,rank-8,2.0
36,48,Undirected,rank-8,375,rank-8,1.0
36,59,Undirected,rank-8,376,rank-8,1.0
36,62,Undirected,rank-8,377,rank-8,1.0
36,63,Undirected,rank-8,378,rank-8,1.0
36,65,Undirected,rank-8,379,rank-8,1.0
36,66,Undirected,rank-8,380,rank-8,1.0
36,74,Undirected,rank-8,381,rank-8,1.0
36,76,Undirected,rank-8,382,rank-8,1.0
36,78,Undirected,rank-8,383,rank-8,1.0
36,96,Undirected,rank-8,384,rank-8,1.0
36,97,Undirected,rank-8,385,rank-8,1.0
36,99,Undirected,rank-8,386,rank-8,1.0
36,100,Undirected,rank-8,387,rank-8,1.0
36,101,Undirected,rank-8,388,rank-8,1.0
36,104,Undirected,rank-8,389,rank-8,1.0
36,110,Undirected,rank-8,390,rank-8,1.0
36,129,Undirected,rank-8,391,rank-8,1.0
36,130,Undirected,rank-8,392,rank-8,1.0
36,132,Undirected,rank-8,393,rank-8,1.0
36,134,Undirected,rank-8,394,rank-8,1.0
36,136,Undirected,rank-8,395,rank-8,1.0
36,147,Undirected,rank-8,396,rank-8,1.0
36,148,Undirected,rank-8,397,rank-8,1.0
36,149,Undirected,rank-8,398,rank-8,1.0
36,151,Undirected,rank-8,399,rank-8,1.0
36,160,Undirected,rank-8,400,rank-8,1.0
36,168,Undirected,rank-8,401,rank-8,1.0
36,171,Undirected,rank-8,402,rank-8,1.0
37,38,Undirected,rank-8,403,rank-8,1.0
37,45,Undirected,rank-8,404,rank-8,2.0
37,47,Undirected,rank-8,405,rank-8,1.0
37,51,Undirected,rank-8,406,rank-8,2.0
37,53,Undirected,rank-8,407,rank-8,1.0
37,55,Undirected,rank-8,408,rank-8,1.0
37,58,Undirected,rank-8,409,rank-8,1.0
37,67,Undirected,rank-8,410,rank-8,1.0
37,68,Undirected,rank-8,411,rank-8,1.0
37,79,Undirected,rank-8,412,rank-8,1.0
37,93,Undirected,rank-8,413,rank-8,1.0
37,95,Undirected,rank-8,414,rank-8,1.0
37,100,Undirected,rank-8,415,rank-8,1.0
37,101,Undirected,rank-8,416,rank-8,1.0
37,107,Undirected,rank-8,417,rank-8,1.0
37,109,Undirected,rank-8,418,rank-8,1.0
37,110,Undirected,rank-8,419,rank-8,1.0
37,119,Undirected,rank-8,420,rank-8,1.0
37,128,Undirected,rank-8,421,rank-8,1.0
37,137,Undirected,rank-8,422,rank-8,1.0
37,145,Undirected,rank-8,423,rank-8,2.0
37,150,Undirected,rank-8,424,rank-8,1.0
37,156,Undirected,rank-8,425,rank-8,1.0
37,157,Undirected,rank-8,426,rank-8,1.0
37,158,Undirected,rank-8,427,rank-8,1.0
37,159,Undirected,rank-8,428,rank-8,1.0
37,160,Undirected,rank-8,429,rank-8,2.0
37,161,Undirected,rank-8,430,rank-8,1.0
37,164,Undirected,rank-8,431,rank-8,1.0
37,166,Undirected,rank-8,432,rank-8,1.0
37,167,Undirected,rank-8,433,rank-8,1.0
37,168,Undirected,rank-8,434,rank-8,2.0
37,169,Undirected,rank-8,435,rank-8,1.0
37,170,Undirected,rank-8,436,rank-8,1.0
37,174,Undirected,rank-8,437,rank-8,1.0
37,176,Undirected,rank-8,438,rank-8,1.0
37,177,Undirected,rank-8,439,rank-8,1.0
37,180,Undirected,rank-8,440,rank-8,1.0
38,40,Undirected,rank-8,441,rank-8,2.0
38,42,Undirected,rank-8,442,rank-8,3.0
38,75,Undirected,rank-8,443,rank-8,3.0
38,80,Undirected,rank-8,444,rank-8,1.0
38,81,Undirected,rank-8,445,rank-8,1.0
38,104,Undirected,rank-8,446,rank-8,2.0
38,107,Undirected,rank-8,447,rank-8,2.0
38,136,Undirected,rank-8,448,rank-8,1.0
38,139,Undirected,rank-8,449,rank-8,4.0
38,143,Undirected,rank-8,450,rank-8,4.0
38,153,Undirected,rank-8,451,rank-8,2.0
38,174,Undirected,rank-8,452,rank-8,1.0
39,41,Undirected,rank-8,453,rank-8,1.0
39,43,Undirected,rank-8,454,rank-8,1.0
39,136,Undirected,rank-8,455,rank-8,1.0
39,138,Undirected,rank-8,456,rank-8,1.0
39,142,Undirected,rank-8,457,rank-8,1.0
39,152,Undirected,rank-8,458,rank-8,1.0
40,42,Undirected,rank-8,459,rank-8,3.0
40,83,Undirected,rank-8,460,rank-8,2.0
40,136,Undirected,rank-8,461,rank-8,2.0
40,137,Undirected,rank-8,462,rank-8,2.0
40,138,Undirected,rank-8,463,rank-8,2.0
40,143,Undirected,rank-8,464,rank-8,4.0
40,153,Undirected,rank-8,465,rank-8,2.0
40,174,Undirected,rank-8,466,rank-8,3.0
40,175,Undirected,rank-8,467,rank-8,2.0
41,42,Undirected,rank-8,468,rank-8,1.0
41,44,Undirected,rank-8,469,rank-8,2.0
41,82,Undirected,rank-8,470,rank-8,1.0
41,136,Undirected,rank-8,471,rank-8,1.0
41,137,Undirected,rank-8,472,rank-8,1.0
41,153,Undirected,rank-8,473,rank-8,1.0
41,174,Undirected,rank-8,474,rank-8,2.0
42,80,Undirected,rank-8,475,rank-8,1.0
42,81,Undirected,rank-8,476,rank-8,1.0
42,87,Undirected,rank-8,477,rank-8,1.0
42,104,Undirected,rank-8,478,rank-8,1.0
42,105,Undirected,rank-8,479,rank-8,1.0
42,136,Undirected,rank-8,480,rank-8,1.0
42,137,Undirected,rank-8,481,rank-8,2.0
42,174,Undirected,rank-8,482,rank-8,2.0
43,74,Undirected,rank-8,483,rank-8,1.0
43,80,Undirected,rank-8,484,rank-8,1.0
43,81,Undirected,rank-8,485,rank-8,1.0
43,104,Undirected,rank-8,486,rank-8,2.0
43,105,Undirected,rank-8,487,rank-8,1.0
43,138,Undirected,rank-8,488,rank-8,1.0
43,141,Undirected,rank-8,489,rank-8,1.0
43,143,Undirected,rank-8,490,rank-8,2.0
43,153,Undirected,rank-8,491,rank-8,1.0
43,174,Undirected,rank-8,492,rank-8,1.0
43,175,Undirected,rank-8,493,rank-8,1.0
44,47,Undirected,rank-8,494,rank-8,2.0
44,49,Undirected,rank-8,495,rank-8,2.0
44,53,Undirected,rank-8,496,rank-8,2.0
44,59,Undirected,rank-8,497,rank-8,2.0
44,62,Undirected,rank-8,498,rank-8,2.0
44,63,Undirected,rank-8,499,rank-8,2.0
44,66,Undirected,rank-8,500,rank-8,2.0
44,68,Undirected,rank-8,501,rank-8,1.0
44,71,Undirected,rank-8,502,rank-8,1.0
44,72,Undirected,rank-8,503,rank-8,2.0
44,74,Undirected,rank-8,504,rank-8,2.0
44,76,Undirected,rank-8,505,rank-8,3.0
44,78,Undirected,rank-8,506,rank-8,1.0
44,82,Undirected,rank-8,507,rank-8,2.0
44,92,Undirected,rank-8,508,rank-8,1.0
44,94,Undirected,rank-8,509,rank-8,2.0
44,97,Undirected,rank-8,510,rank-8,1.0
44,100,Undirected,rank-8,511,rank-8,2.0
44,101,Undirected,rank-8,512,rank-8,2.0
44,103,Undirected,rank-8,513,rank-8,2.0
44,106,Undirected,rank-8,514,rank-8,1.0
44,110,Undirected,rank-8,515,rank-8,2.0
44,111,Undirected,rank-8,516,rank-8,1.0
44,116,Undirected,rank-8,517,rank-8,2.0
44,129,Undirected,rank-8,518,rank-8,2.0
44,134,Undirected,rank-8,519,rank-8,2.0
44,136,Undirected,rank-8,520,rank-8,2.0
44,146,Undirected,rank-8,521,rank-8,2.0
44,147,Undirected,rank-8,522,rank-8,1.0
44,149,Undirected,rank-8,523,rank-8,2.0
44,151,Undirected,rank-8,524,rank-8,1.0
44,159,Undirected,rank-8,525,rank-8,2.0
44,181,Undirected,rank-8,526,rank-8,1.0
45,50,Undirected,rank-8,527,rank-8,1.0
45,51,Undirected,rank-8,528,rank-8,1.0
45,53,Undirected,rank-8,529,rank-8,1.0
45,55,Undirected,rank-8,530,rank-8,1.0
45,70,Undirected,rank-8,531,rank-8,1.0
45,75,Undirected,rank-8,532,rank-8,1.0
45,79,Undirected,rank-8,533,rank-8,1.0
45,81,Undirected,rank-8,534,rank-8,1.0
45,87,Undirected,rank-8,535,rank-8,1.0
45,96,Undirected,rank-8,536,rank-8,1.0
45,101,Undirected,rank-8,537,rank-8,2.0
45,105,Undirected,rank-8,538,rank-8,1.0
45,106,Undirected,rank-8,539,rank-8,1.0
45,108,Undirected,rank-8,540,rank-8,1.0
45,111,Undirected,rank-8,541,rank-8,1.0
45,119,Undirected,rank-8,542,rank-8,1.0
45,123,Undirected,rank-8,543,rank-8,1.0
45,128,Undirected,rank-8,544,rank-8,1.0
45,132,Undirected,rank-8,545,rank-8,2.0
45,146,Undirected,rank-8,546,rank-8,1.0
45,151,Undirected,rank-8,547,rank-8,1.0
45,156,Undirected,rank-8,548,rank-8,1.0
45,157,Undirected,rank-8,549,rank-8,1.0
45,167,Undirected,rank-8,550,rank-8,1.0
45,168,Undirected,rank-8,551,rank-8,1.0
45,169,Undirected,rank-8,552,rank-8,1.0
45,170,Undirected,rank-8,553,rank-8,1.0
45,171,Undirected,rank-8,554,rank-8,2.0
45,176,Undirected,rank-8,555,rank-8,1.0
45,177,Undirected,rank-8,556,rank-8,1.0
45,180,Undirected,rank-8,557,rank-8,2.0
46,51,Undirected,rank-8,558,rank-8,1.0
