Source,Target,Type,Kind,Id,Label,Weight
4,133,Undirected,init_lig,62,init_lig,1.0
4,134,Undirected,init_lig,63,init_lig,1.0
4,135,Undirected,init_lig,64,init_lig,1.0
4,176,Undirected,init_lig,65,init_lig,1.0
4,181,Undirected,init_lig,66,init_lig,1.0
5,7,Undirected,init_lig,67,init_lig,1.0
5,31,Undirected,init_lig,68,init_lig,1.0
5,37,Undirected,init_lig,69,init_lig,1.0
5,45,Undirected,init_lig,70,init_lig,1.0
5,98,Undirected,init_lig,71,init_lig,1.0
5,100,Undirected,init_lig,72,init_lig,1.0
5,101,Undirected,init_lig,73,init_lig,1.0
5,132,Undirected,init_lig,74,init_lig,1.0
5,134,Undirected,init_lig,75,init_lig,1.0
5,135,Undirected,init_lig,76,init_lig,1.0
5,177,Undirected,init_lig,77,init_lig,1.0
5,180,Undirected,init_lig,78,init_lig,1.0
6,30,Undirected,init_lig,79,init_lig,1.0
6,36,Undirected,init_lig,80,init_lig,1.0
6,44,Undirected,init_lig,81,init_lig,1.0
6,99,Undirected,init_lig,82,init_lig,1.0
6,100,Undirected,init_lig,83,init_lig,1.0
6,101,Undirected,init_lig,84,init_lig,1.0
6,103,Undirected,init_lig,85,init_lig,1.0
6,120,Undirected,init_lig,86,init_lig,1.0
6,124,Undirected,init_lig,87,init_lig,1.0
6,133,Undirected,init_lig,88,init_lig,1.0
6,134,Undirected,init_lig,89,init_lig,1.0
6,135,Undirected,init_lig,90,init_lig,1.0
6,154,Undirected,init_lig,91,init_lig,1.0
6,155,Undirected,init_lig,92,init_lig,1.0
6,163,Undirected,init_lig,93,init_lig,1.0
6,166,Undirected,init_lig,94,init_lig,1.0
6,167,Undirected,init_lig,95,init_lig,1.0
6,176,Undirected,init_lig,96,init_lig,1.0
6,181,Undirected,init_lig,97,init_lig,1.0
7,102,Undirected,init_lig,98,init_lig,1.0
7,121,Undirected,init_lig,99,init_lig,1.0
7,125,Undirected,init_lig,100,init_lig,1.0
7,154,Undirected,init_lig,101,init_lig,1.0
7,155,Undirected,init_lig,102,init_lig,1.0
7,162,Undirected,init_lig,103,init_lig,1.0
7,166,Undirected,init_lig,104,init_lig,1.0
7,167,Undirected,init_lig,105,init_lig,1.0
8,103,Undirected,init_lig,106,init_lig,1.0
8,123,Undirected,init_lig,107,init_lig,1.0
8,124,Undirected,init_lig,108,init_lig,1.0
8,155,Undirected,init_lig,109,init_lig,1.0
8,163,Undirected,init_lig,110,init_lig,1.0
8,167,Undirected,init_lig,111,init_lig,1.0
9,11,Undirected,init_lig,112,init_lig,1.0
9,68,Undirected,init_lig,113,init_lig,1.0
9,102,Undirected,init_lig,114,init_lig,1.0
9,120,Undirected,init_lig,115,init_lig,1.0
9,122,Undirected,init_lig,116,init_lig,1.0
9,125,Undirected,init_lig,117,init_lig,1.0
9,129,Undirected,init_lig,118,init_lig,1.0
9,146,Undirected,init_lig,119,init_lig,1.0
9,154,Undirected,init_lig,120,init_lig,1.0
9,162,Undirected,init_lig,121,init_lig,1.0
9,166,Undirected,init_lig,122,init_lig,1.0
10,68,Undirected,init_lig,123,init_lig,1.0
10,71,Undirected,init_lig,124,init_lig,1.0
10,73,Undirected,init_lig,125,init_lig,1.0
10,123,Undirected,init_lig,126,init_lig,1.0
10,163,Undirected,init_lig,127,init_lig,1.0
11,69,Undirected,init_lig,128,init_lig,1.0
11,70,Undirected,init_lig,129,init_lig,1.0
11,72,Undirected,init_lig,130,init_lig,1.0
11,120,Undirected,init_lig,131,init_lig,1.0
11,122,Undirected,init_lig,132,init_lig,1.0
11,129,Undirected,init_lig,133,init_lig,1.0
11,146,Undirected,init_lig,134,init_lig,1.0
11,162,Undirected,init_lig,135,init_lig,1.0
12,14,Undirected,init_lig,136,init_lig,1.0
12,16,Undirected,init_lig,137,init_lig,1.0
12,82,Undirected,init_lig,138,init_lig,1.0
12,88,Undirected,init_lig,139,init_lig,1.0
12,90,Undirected,init_lig,140,init_lig,1.0
12,93,Undirected,init_lig,141,init_lig,1.0
12,95,Undirected,init_lig,142,init_lig,1.0
12,108,Undirected,init_lig,143,init_lig,1.0
12,118,Undirected,init_lig,144,init_lig,1.0
12,126,Undirected,init_lig,145,init_lig,1.0
12,173,Undirected,init_lig,146,init_lig,1.0
13,15,Undirected,init_lig,147,init_lig,1.0
13,83,Undirected,init_lig,148,init_lig,1.0
13,89,Undirected,init_lig,149,init_lig,1.0
13,91,Undirected,init_lig,150,init_lig,1.0
13,119,Undirected,init_lig,151,init_lig,1.0
13,172,Undirected,init_lig,152,init_lig,1.0
14,16,Undirected,init_lig,153,init_lig,1.0
14,19,Undirected,init_lig,154,init_lig,1.0
14,91,Undirected,init_lig,155,init_lig,1.0
14,93,Undirected,init_lig,156,init_lig,1.0
14,95,Undirected,init_lig,157,init_lig,1.0
14,108,Undirected,init_lig,158,init_lig,1.0
14,126,Undirected,init_lig,159,init_lig,1.0
14,139,Undirected,init_lig,160,init_lig,1.0
14,164,Undirected,init_lig,161,init_lig,1.0
14,175,Undirected,init_lig,162,init_lig,1.0
15,17,Undirected,init_lig,163,init_lig,1.0
15,18,Undirected,init_lig,164,init_lig,1.0
15,82,Undirected,init_lig,165,init_lig,1.0
15,83,Undirected,init_lig,166,init_lig,1.0
15,89,Undirected,init_lig,167,init_lig,1.0
15,90,Undirected,init_lig,168,init_lig,1.0
15,91,Undirected,init_lig,169,init_lig,1.0
15,92,Undirected,init_lig,170,init_lig,1.0
15,94,Undirected,init_lig,171,init_lig,1.0
15,109,Undirected,init_lig,172,init_lig,1.0
15,118,Undirected,init_lig,173,init_lig,1.0
15,119,Undirected,init_lig,174,init_lig,1.0
15,127,Undirected,init_lig,175,init_lig,1.0
15,138,Undirected,init_lig,176,init_lig,1.0
15,164,Undirected,init_lig,177,init_lig,1.0
15,165,Undirected,init_lig,178,init_lig,1.0
15,172,Undirected,init_lig,179,init_lig,1.0
15,174,Undirected,init_lig,180,init_lig,1.0
16,78,Undirected,init_lig,181,init_lig,1.0
16,85,Undirected,init_lig,182,init_lig,1.0
16,88,Undirected,init_lig,183,init_lig,1.0
16,90,Undirected,init_lig,184,init_lig,1.0
16,93,Undirected,init_lig,185,init_lig,1.0
16,95,Undirected,init_lig,186,init_lig,1.0
16,108,Undirected,init_lig,187,init_lig,1.0
16,126,Undirected,init_lig,188,init_lig,1.0
17,79,Undirected,init_lig,189,init_lig,1.0
17,84,Undirected,init_lig,190,init_lig,1.0
17,89,Undirected,init_lig,191,init_lig,1.0
17,91,Undirected,init_lig,192,init_lig,1.0
18,20,Undirected,init_lig,193,init_lig,1.0
18,22,Undirected,init_lig,194,init_lig,1.0
18,38,Undirected,init_lig,195,init_lig,1.0
18,40,Undirected,init_lig,196,init_lig,1.0
18,41,Undirected,init_lig,197,init_lig,1.0
18,42,Undirected,init_lig,198,init_lig,1.0
18,50,Undirected,init_lig,199,init_lig,1.0
18,53,Undirected,init_lig,200,init_lig,1.0
18,55,Undirected,init_lig,201,init_lig,1.0
18,66,Undirected,init_lig,202,init_lig,1.0
18,113,Undirected,init_lig,203,init_lig,1.0
18,136,Undirected,init_lig,204,init_lig,1.0
18,137,Undirected,init_lig,205,init_lig,1.0
18,139,Undirected,init_lig,206,init_lig,1.0
18,143,Undirected,init_lig,207,init_lig,1.0
18,153,Undirected,init_lig,208,init_lig,1.0
18,164,Undirected,init_lig,209,init_lig,1.0
18,174,Undirected,init_lig,210,init_lig,1.0
19,21,Undirected,init_lig,211,init_lig,1.0
19,23,Undirected,init_lig,212,init_lig,1.0
19,51,Undirected,init_lig,213,init_lig,1.0
19,52,Undirected,init_lig,214,init_lig,1.0
19,54,Undirected,init_lig,215,init_lig,1.0
19,67,Undirected,init_lig,216,init_lig,1.0
19,112,Undirected,init_lig,217,init_lig,1.0
19,139,Undirected,init_lig,218,init_lig,1.0
19,165,Undirected,init_lig,219,init_lig,1.0
19,175,Undirected,init_lig,220,init_lig,1.0
20,22,Undirected,init_lig,221,init_lig,1.0
20,26,Undirected,init_lig,222,init_lig,1.0
20,28,Undirected,init_lig,223,init_lig,1.0
20,50,Undirected,init_lig,224,init_lig,1.0
20,53,Undirected,init_lig,225,init_lig,1.0
20,55,Undirected,init_lig,226,init_lig,1.0
20,61,Undirected,init_lig,227,init_lig,1.0
20,66,Undirected,init_lig,228,init_lig,1.0
20,112,Undirected,init_lig,229,init_lig,1.0
20,151,Undirected,init_lig,230,init_lig,1.0
20,159,Undirected,init_lig,231,init_lig,1.0
21,27,Undirected,init_lig,232,init_lig,1.0
21,29,Undirected,init_lig,233,init_lig,1.0
21,60,Undirected,init_lig,234,init_lig,1.0
21,113,Undirected,init_lig,235,init_lig,1.0
21,150,Undirected,init_lig,236,init_lig,1.0
21,158,Undirected,init_lig,237,init_lig,1.0
22,24,Undirected,init_lig,238,init_lig,1.0
22,50,Undirected,init_lig,239,init_lig,1.0
22,53,Undirected,init_lig,240,init_lig,1.0
22,55,Undirected,init_lig,241,init_lig,1.0
22,61,Undirected,init_lig,242,init_lig,1.0
22,66,Undirected,init_lig,243,init_lig,1.0
22,112,Undirected,init_lig,244,init_lig,1.0
22,114,Undirected,init_lig,245,init_lig,1.0
22,145,Undirected,init_lig,246,init_lig,1.0
22,154,Undirected,init_lig,247,init_lig,1.0
22,155,Undirected,init_lig,248,init_lig,1.0
22,156,Undirected,init_lig,249,init_lig,1.0
22,157,Undirected,init_lig,250,init_lig,1.0
23,25,Undirected,init_lig,251,init_lig,1.0
23,60,Undirected,init_lig,252,init_lig,1.0
23,113,Undirected,init_lig,253,init_lig,1.0
23,115,Undirected,init_lig,254,init_lig,1.0
23,144,Undirected,init_lig,255,init_lig,1.0
23,154,Undirected,init_lig,256,init_lig,1.0
23,155,Undirected,init_lig,257,init_lig,1.0
23,156,Undirected,init_lig,258,init_lig,1.0
23,157,Undirected,init_lig,259,init_lig,1.0
24,61,Undirected,init_lig,260,init_lig,1.0
24,96,Undirected,init_lig,261,init_lig,1.0
24,112,Undirected,init_lig,262,init_lig,1.0
24,114,Undirected,init_lig,263,init_lig,1.0
24,132,Undirected,init_lig,264,init_lig,1.0
24,135,Undirected,init_lig,265,init_lig,1.0
24,145,Undirected,init_lig,266,init_lig,1.0
24,154,Undirected,init_lig,267,init_lig,1.0
24,155,Undirected,init_lig,268,init_lig,1.0
24,156,Undirected,init_lig,269,init_lig,1.0
24,157,Undirected,init_lig,270,init_lig,1.0
24,168,Undirected,init_lig,271,init_lig,1.0
24,171,Undirected,init_lig,272,init_lig,1.0
24,179,Undirected,init_lig,273,init_lig,1.0
24,180,Undirected,init_lig,274,init_lig,1.0
25,97,Undirected,init_lig,275,init_lig,1.0
25,133,Undirected,init_lig,276,init_lig,1.0
25,134,Undirected,init_lig,277,init_lig,1.0
25,169,Undirected,init_lig,278,init_lig,1.0
25,170,Undirected,init_lig,279,init_lig,1.0
25,178,Undirected,init_lig,280,init_lig,1.0
25,181,Undirected,init_lig,281,init_lig,1.0
26,60,Undirected,init_lig,282,init_lig,1.0
26,113,Undirected,init_lig,283,init_lig,1.0
26,115,Undirected,init_lig,284,init_lig,1.0
26,144,Undirected,init_lig,285,init_lig,1.0
26,155,Undirected,init_lig,286,init_lig,1.0
26,157,Undirected,init_lig,287,init_lig,1.0
27,29,Undirected,init_lig,288,init_lig,1.0
27,61,Undirected,init_lig,289,init_lig,1.0
27,112,Undirected,init_lig,290,init_lig,1.0
27,114,Undirected,init_lig,291,init_lig,1.0
27,145,Undirected,init_lig,292,init_lig,1.0
27,150,Undirected,init_lig,293,init_lig,1.0
27,154,Undirected,init_lig,294,init_lig,1.0
27,156,Undirected,init_lig,295,init_lig,1.0
27,158,Undirected,init_lig,296,init_lig,1.0
28,57,Undirected,init_lig,297,init_lig,1.0
28,58,Undirected,init_lig,298,init_lig,1.0
28,60,Undirected,init_lig,299,init_lig,1.0
28,113,Undirected,init_lig,300,init_lig,1.0
28,115,Undirected,init_lig,301,init_lig,1.0
29,56,Undirected,init_lig,302,init_lig,1.0
29,59,Undirected,init_lig,303,init_lig,1.0
29,61,Undirected,init_lig,304,init_lig,1.0
29,112,Undirected,init_lig,305,init_lig,1.0
29,114,Undirected,init_lig,306,init_lig,1.0
29,150,Undirected,init_lig,307,init_lig,1.0
29,158,Undirected,init_lig,308,init_lig,1.0
30,96,Undirected,init_lig,309,init_lig,1.0
30,98,Undirected,init_lig,310,init_lig,1.0
30,100,Undirected,init_lig,311,init_lig,1.0
31,37,Undirected,init_lig,312,init_lig,1.0
31,45,Undirected,init_lig,313,init_lig,1.0
31,97,Undirected,init_lig,314,init_lig,1.0
31,99,Undirected,init_lig,315,init_lig,1.0
31,101,Undirected,init_lig,316,init_lig,1.0
31,132,Undirected,init_lig,317,init_lig,1.0
31,134,Undirected,init_lig,318,init_lig,1.0
31,177,Undirected,init_lig,319,init_lig,1.0
31,180,Undirected,init_lig,320,init_lig,1.0
32,34,Undirected,init_lig,321,init_lig,1.0
32,36,Undirected,init_lig,322,init_lig,1.0
32,44,Undirected,init_lig,323,init_lig,1.0
32,76,Undirected,init_lig,324,init_lig,1.0
32,78,Undirected,init_lig,325,init_lig,1.0
32,86,Undirected,init_lig,326,init_lig,1.0
32,87,Undirected,init_lig,327,init_lig,1.0
32,141,Undirected,init_lig,328,init_lig,1.0
32,152,Undirected,init_lig,329,init_lig,1.0
32,153,Undirected,init_lig,330,init_lig,1.0
33,35,Undirected,init_lig,331,init_lig,1.0
33,37,Undirected,init_lig,332,init_lig,1.0
33,42,Undirected,init_lig,333,init_lig,1.0
33,79,Undirected,init_lig,334,init_lig,1.0
33,86,Undirected,init_lig,335,init_lig,1.0
33,87,Undirected,init_lig,336,init_lig,1.0
33,140,Undirected,init_lig,337,init_lig,1.0
33,143,Undirected,init_lig,338,init_lig,1.0
33,152,Undirected,init_lig,339,init_lig,1.0
33,153,Undirected,init_lig,340,init_lig,1.0
34,40,Undirected,init_lig,341,init_lig,1.0
34,76,Undirected,init_lig,342,init_lig,1.0
34,80,Undirected,init_lig,343,init_lig,1.0
34,82,Undirected,init_lig,344,init_lig,1.0
34,92,Undirected,init_lig,345,init_lig,1.0
34,106,Undirected,init_lig,346,init_lig,1.0
34,126,Undirected,init_lig,347,init_lig,1.0
34,136,Undirected,init_lig,348,init_lig,1.0
35,37,Undirected,init_lig,349,init_lig,1.0
35,75,Undirected,init_lig,350,init_lig,1.0
35,77,Undirected,init_lig,351,init_lig,1.0
35,79,Undirected,init_lig,352,init_lig,1.0
35,81,Undirected,init_lig,353,init_lig,1.0
35,93,Undirected,init_lig,354,init_lig,1.0
35,95,Undirected,init_lig,355,init_lig,1.0
35,107,Undirected,init_lig,356,init_lig,1.0
35,119,Undirected,init_lig,357,init_lig,1.0
35,127,Undirected,init_lig,358,init_lig,1.0
35,137,Undirected,init_lig,359,init_lig,1.0
35,160,Undirected,init_lig,360,init_lig,1.0
36,40,Undirected,init_lig,361,init_lig,1.0
36,44,Undirected,init_lig,362,init_lig,1.0
36,59,Undirected,init_lig,363,init_lig,1.0
36,62,Undirected,init_lig,364,init_lig,1.0
36,65,Undirected,init_lig,365,init_lig,1.0
36,71,Undirected,init_lig,366,init_lig,1.0
36,76,Undirected,init_lig,367,init_lig,1.0
36,80,Undirected,init_lig,368,init_lig,1.0
36,82,Undirected,init_lig,369,init_lig,1.0
36,92,Undirected,init_lig,370,init_lig,1.0
36,99,Undirected,init_lig,371,init_lig,1.0
36,100,Undirected,init_lig,372,init_lig,1.0
36,101,Undirected,init_lig,373,init_lig,1.0
36,106,Undirected,init_lig,374,init_lig,1.0
36,110,Undirected,init_lig,375,init_lig,1.0
36,116,Undirected,init_lig,376,init_lig,1.0
36,126,Undirected,init_lig,377,init_lig,1.0
36,129,Undirected,init_lig,378,init_lig,1.0
36,134,Undirected,init_lig,379,init_lig,1.0
36,135,Undirected,init_lig,380,init_lig,1.0
36,136,Undirected,init_lig,381,init_lig,1.0
36,146,Undirected,init_lig,382,init_lig,1.0
36,148,Undirected,init_lig,383,init_lig,1.0
36,151,Undirected,init_lig,384,init_lig,1.0
36,159,Undirected,init_lig,385,init_lig,1.0
36,160,Undirected,init_lig,386,init_lig,1.0
36,168,Undirected,init_lig,387,init_lig,1.0
36,181,Undirected,init_lig,388,init_lig,1.0
37,45,Undirected,init_lig,389,init_lig,1.0
37,48,Undirected,init_lig,390,init_lig,1.0
37,53,Undirected,init_lig,391,init_lig,1.0
37,55,Undirected,init_lig,392,init_lig,1.0
37,58,Undirected,init_lig,393,init_lig,1.0
37,63,Undirected,init_lig,394,init_lig,1.0
37,65,Undirected,init_lig,395,init_lig,1.0
37,67,Undirected,init_lig,396,init_lig,1.0
37,70,Undirected,init_lig,397,init_lig,1.0
37,75,Undirected,init_lig,398,init_lig,1.0
37,79,Undirected,init_lig,399,init_lig,1.0
37,81,Undirected,init_lig,400,init_lig,1.0
37,93,Undirected,init_lig,401,init_lig,1.0
37,95,Undirected,init_lig,402,init_lig,1.0
37,100,Undirected,init_lig,403,init_lig,1.0
37,101,Undirected,init_lig,404,init_lig,1.0
37,107,Undirected,init_lig,405,init_lig,1.0
37,111,Undirected,init_lig,406,init_lig,1.0
37,117,Undirected,init_lig,407,init_lig,1.0
37,119,Undirected,init_lig,408,init_lig,1.0
37,127,Undirected,init_lig,409,init_lig,1.0
37,128,Undirected,init_lig,410,init_lig,1.0
37,132,Undirected,init_lig,411,init_lig,1.0
37,137,Undirected,init_lig,412,init_lig,1.0
37,156,Undirected,init_lig,413,init_lig,1.0
37,157,Undirected,init_lig,414,init_lig,1.0
37,158,Undirected,init_lig,415,init_lig,1.0
37,160,Undirected,init_lig,416,init_lig,1.0
37,166,Undirected,init_lig,417,init_lig,1.0
37,167,Undirected,init_lig,418,init_lig,1.0
37,168,Undirected,init_lig,419,init_lig,1.0
37,169,Undirected,init_lig,420,init_lig,1.0
37,170,Undirected,init_lig,421,init_lig,1.0
37,171,Undirected,init_lig,422,init_lig,1.0
37,176,Undirected,init_lig,423,init_lig,1.0
37,177,Undirected,init_lig,424,init_lig,1.0
37,180,Undirected,init_lig,425,init_lig,1.0
38,40,Undirected,init_lig,426,init_lig,1.0
38,42,Undirected,init_lig,427,init_lig,1.0
38,75,Undirected,init_lig,428,init_lig,1.0
38,80,Undirected,init_lig,429,init_lig,1.0
38,104,Undirected,init_lig,430,init_lig,1.0
38,107,Undirected,init_lig,431,init_lig,1.0
38,137,Undirected,init_lig,432,init_lig,1.0
38,139,Undirected,init_lig,433,init_lig,1.0
38,140,Undirected,init_lig,434,init_lig,1.0
38,143,Undirected,init_lig,435,init_lig,1.0
38,153,Undirected,init_lig,436,init_lig,1.0
38,174,Undirected,init_lig,437,init_lig,1.0
39,41,Undirected,init_lig,438,init_lig,1.0
39,43,Undirected,init_lig,439,init_lig,1.0
39,136,Undirected,init_lig,440,init_lig,1.0
39,138,Undirected,init_lig,441,init_lig,1.0
39,142,Undirected,init_lig,442,init_lig,1.0
39,152,Undirected,init_lig,443,init_lig,1.0
40,42,Undirected,init_lig,444,init_lig,1.0
40,83,Undirected,init_lig,445,init_lig,1.0
40,136,Undirected,init_lig,446,init_lig,1.0
40,137,Undirected,init_lig,447,init_lig,1.0
40,138,Undirected,init_lig,448,init_lig,1.0
40,143,Undirected,init_lig,449,init_lig,1.0
40,153,Undirected,init_lig,450,init_lig,1.0
40,174,Undirected,init_lig,451,init_lig,1.0
40,175,Undirected,init_lig,452,init_lig,1.0
41,42,Undirected,init_lig,453,init_lig,1.0
41,82,Undirected,init_lig,454,init_lig,1.0
41,136,Undirected,init_lig,455,init_lig,1.0
41,137,Undirected,init_lig,456,init_lig,1.0
41,138,Undirected,init_lig,457,init_lig,1.0
41,143,Undirected,init_lig,458,init_lig,1.0
41,153,Undirected,init_lig,459,init_lig,1.0
41,174,Undirected,init_lig,460,init_lig,1.0
41,175,Undirected,init_lig,461,init_lig,1.0
42,80,Undirected,init_lig,462,init_lig,1.0
42,81,Undirected,init_lig,463,init_lig,1.0
42,87,Undirected,init_lig,464,init_lig,1.0
42,104,Undirected,init_lig,465,init_lig,1.0
42,105,Undirected,init_lig,466,init_lig,1.0
42,136,Undirected,init_lig,467,init_lig,1.0
42,137,Undirected,init_lig,468,init_lig,1.0
42,140,Undirected,init_lig,469,init_lig,1.0
42,143,Undirected,init_lig,470,init_lig,1.0
42,153,Undirected,init_lig,471,init_lig,1.0
42,174,Undirected,init_lig,472,init_lig,1.0
43,80,Undirected,init_lig,473,init_lig,1.0
43,81,Undirected,init_lig,474,init_lig,1.0
43,104,Undirected,init_lig,475,init_lig,1.0
43,105,Undirected,init_lig,476,init_lig,1.0
43,138,Undirected,init_lig,477,init_lig,1.0
43,141,Undirected,init_lig,478,init_lig,1.0
43,175,Undirected,init_lig,479,init_lig,1.0
44,48,Undirected,init_lig,480,init_lig,1.0
44,52,Undirected,init_lig,481,init_lig,1.0
44,54,Undirected,init_lig,482,init_lig,1.0
44,59,Undirected,init_lig,483,init_lig,1.0
44,62,Undirected,init_lig,484,init_lig,1.0
44,65,Undirected,init_lig,485,init_lig,1.0
44,66,Undirected,init_lig,486,init_lig,1.0
44,71,Undirected,init_lig,487,init_lig,1.0
44,74,Undirected,init_lig,488,init_lig,1.0
44,76,Undirected,init_lig,489,init_lig,1.0
44,78,Undirected,init_lig,490,init_lig,1.0
44,80,Undirected,init_lig,491,init_lig,1.0
44,94,Undirected,init_lig,492,init_lig,1.0
44,99,Undirected,init_lig,493,init_lig,1.0
44,100,Undirected,init_lig,494,init_lig,1.0
44,101,Undirected,init_lig,495,init_lig,1.0
44,110,Undirected,init_lig,496,init_lig,1.0
44,116,Undirected,init_lig,497,init_lig,1.0
44,118,Undirected,init_lig,498,init_lig,1.0
44,126,Undirected,init_lig,499,init_lig,1.0
44,129,Undirected,init_lig,500,init_lig,1.0
44,134,Undirected,init_lig,501,init_lig,1.0
44,135,Undirected,init_lig,502,init_lig,1.0
44,136,Undirected,init_lig,503,init_lig,1.0
44,147,Undirected,init_lig,504,init_lig,1.0
44,149,Undirected,init_lig,505,init_lig,1.0
44,151,Undirected,init_lig,506,init_lig,1.0
44,159,Undirected,init_lig,507,init_lig,1.0
44,181,Undirected,init_lig,508,init_lig,1.0
45,47,Undirected,init_lig,509,init_lig,1.0
45,48,Undirected,init_lig,510,init_lig,1.0
45,51,Undirected,init_lig,511,init_lig,1.0
45,53,Undirected,init_lig,512,init_lig,1.0
45,55,Undirected,init_lig,513,init_lig,1.0
45,58,Undirected,init_lig,514,init_lig,1.0
45,67,Undirected,init_lig,515,init_lig,1.0
45,70,Undirected,init_lig,516,init_lig,1.0
45,75,Undirected,init_lig,517,init_lig,1.0
45,79,Undirected,init_lig,518,init_lig,1.0
45,85,Undirected,init_lig,519,init_lig,1.0
45,87,Undirected,init_lig,520,init_lig,1.0
45,95,Undirected,init_lig,521,init_lig,1.0
45,101,Undirected,init_lig,522,init_lig,1.0
45,105,Undirected,init_lig,523,init_lig,1.0
45,109,Undirected,init_lig,524,init_lig,1.0
45,119,Undirected,init_lig,525,init_lig,1.0
45,128,Undirected,init_lig,526,init_lig,1.0
45,132,Undirected,init_lig,527,init_lig,1.0
45,156,Undirected,init_lig,528,init_lig,1.0
45,157,Undirected,init_lig,529,init_lig,1.0
45,158,Undirected,init_lig,530,init_lig,1.0
45,161,Undirected,init_lig,531,init_lig,1.0
45,166,Undirected,init_lig,532,init_lig,1.0
45,167,Undirected,init_lig,533,init_lig,1.0
45,169,Undirected,init_lig,534,init_lig,1.0
45,170,Undirected,init_lig,535,init_lig,1.0
45,171,Undirected,init_lig,536,init_lig,1.0
45,176,Undirected,init_lig,537,init_lig,1.0
45,177,Undirected,init_lig,538,init_lig,1.0
45,180,Undirected,init_lig,539,init_lig,1.0
46,51,Undirected,init_lig,540,init_lig,1.0
46,63,Undirected,init_lig,541,init_lig,1.0
46,68,Undirected,init_lig,542,init_lig,1.0
46,69,Undirected,init_lig,543,init_lig,1.0
46,110,Undirected,init_lig,544,init_lig,1.0
46,116,Undirected,init_lig,545,init_lig,1.0
46,117,Undirected,init_lig,546,init_lig,1.0
47,49,Undirected,init_lig,547,init_lig,1.0
47,50,Undirected,init_lig,548,init_lig,1.0
47,68,Undirected,init_lig,549,init_lig,1.0
47,69,Undirected,init_lig,550,init_lig,1.0
47,116,Undirected,init_lig,551,init_lig,1.0
47,117,Undirected,init_lig,552,init_lig,1.0
47,122,Undirected,init_lig,553,init_lig,1.0
48,52,Undirected,init_lig,554,init_lig,1.0
48,54,Undirected,init_lig,555,init_lig,1.0
48,58,Undirected,init_lig,556,init_lig,1.0
48,62,Undirected,init_lig,557,init_lig,1.0
48,64,Undirected,init_lig,558,init_lig,1.0
